1.1805e+01	1.e-01
1.1877e+01	8.4431e-03
1.1927e+01	1.4842e-03
1.4953e+01	1.0312e-03
2.1444e+01	9.3072e-04
3.0408e+01	8.574e-04
3.9393e+01	8.8874e-04
4.9967e+01	5.1605e-04
5.9133e+01	6.2709e-04
6.9923e+01	1.058e-03
7.8975e+01	2.517e-03
7.9152e+01	1.0103e-01
7.9092e+01	1.3743e-01
1.7396e+02	1.3464e-01
1.7409e+02	1.e-01
1.7601e+02	1.131e-03
2.5803e+02	1.266e-03
3.0543e+02	1.3956e-03
3.6965e+02	1.776e-03
5.0078e+02	2.082e-03
5.7951e+02	2.4159e-03
6.4844e+02	2.6359e-03
7.3375e+02	2.9206e-03
8.3025e+02	3.3032e-03
9.5001e+02	3.8328e-03
1.0393e+03	4.3126e-03
1.1117e+03	4.6814e-03
1.2093e+03	5.2137e-03
1.423e+03	6.4668e-03
1.628e+03	8.1037e-03
1.8417e+03	1.e-02
2.0368e+03	1.2923e-02
2.1781e+03	1.5784e-02
2.3554e+03	2.0086e-02
2.5464e+03	2.8032e-02
2.6924e+03	3.549e-02
