5.367e-03	3.8172e-04
6.1163e-03	2.9224e-04
7.1237e-03	2.1169e-04
8.4533e-03	1.5479e-04
9.938e-03	1.2882e-04
1.172e-02	1.1545e-04
1.2472e-02	1.0826e-04
1.3481e-02	9.9681e-05
1.5268e-02	9.7952e-05
1.7728e-02	8.7769e-05
1.8984e-02	8.3077e-05
2.2597e-02	8.0173e-05
2.6237e-02	7.5937e-05
3.0087e-02	6.9306e-05
3.3444e-02	6.7467e-05
3.5371e-02	6.565e-05
4.0309e-02	6.4515e-05
4.7389e-02	6.2253e-05
5.4342e-02	6.1179e-05
6.4686e-02	6.0143e-05
7.326e-02	6.0203e-05
8.4009e-02	6.0269e-05
1.e-01	6.148e-05
1.0576e-01	6.1508e-05
1.183e-01	6.5075e-05
1.2434e-01	6.8815e-05
1.3398e-01	7.2785e-05
1.4347e-01	8.5223e-05
1.4708e-01	9.2637e-05
1.5459e-01	1.0355e-04
1.5653e-01	1.1571e-04
1.5653e-01	1.4182e-04
1.5363e-01	1.614e-04
1.4527e-01	1.9772e-04
1.4125e-01	2.2088e-04
1.2589e-01	2.9394e-04
1.1255e-01	3.5661e-04
9.815e-02	4.5304e-04
7.845e-02	6.5463e-04
6.7566e-02	7.3737e-04
6.5496e-02	7.7207e-04
6.0783e-02	8.4637e-04
5.4681e-02	9.6253e-04
5.0432e-02	1.0074e-03
4.8282e-02	1.0844e-03
4.6224e-02	1.1145e-03
4.1069e-02	1.2674e-03
3.7525e-02	1.4151e-03
3.4934e-02	1.6247e-03
3.2219e-02	1.6387e-03
2.9715e-02	1.7151e-03
2.6732e-02	1.6979e-03
2.5433e-02	1.6356e-03
2.3457e-02	1.6345e-03
2.1905e-02	1.8594e-03
1.5751e-02	1.8891e-03
1.315e-02	1.8864e-03
1.0775e-02	1.8834e-03
9.7541e-03	1.917e-03
8.4533e-03	2.5742e-03
7.5106e-03	2.5717e-03
6.7356e-03	2.6174e-03
6.1929e-03	2.5677e-03
6.1929e-03	1.875e-03
5.6059e-03	1.8735e-03
5.2513e-03	1.8382e-03
5.3006e-03	1.3424e-03
5.3006e-03	9.9855e-04
5.235e-03	7.5656e-04
5.3006e-03	6.8981e-04
5.3006e-03	5.4239e-04
5.3337e-03	4.3446e-04
5.367e-03	3.8172e-04
