1.0306e-02	7.2915e-07
1.3796e-02	5.9753e-07
1.9418e-02	5.15e-07
2.3744e-02	4.9034e-07
3.4792e-02	4.1224e-07
4.9468e-02	3.5532e-07
6.6885e-02	3.1396e-07
8.7747e-02	3.2241e-07
1.0306e-01	3.3089e-07
1.1864e-01	3.6609e-07
1.3935e-01	3.7572e-07
1.7917e-01	3.2366e-07
2.3744e-01	2.9322e-07
3.2428e-01	2.7934e-07
4.5188e-01	2.7985e-07
5.8102e-01	2.3511e-07
6.963e-01	1.5754e-07
7.2487e-01	1.2262e-07
7.6225e-01	5.9262e-08
8.0155e-01	5.9279e-08
8.1783e-01	8.856e-08
8.5139e-01	1.2904e-07
9.7029e-01	1.8346e-07
1.117e-00	2.1342e-07
1.1984e-00	2.3019e-07
1.2729e-00	2.6103e-07
1.3657e-00	3.441e-07
1.3796e-00	6.6059e-07
1.3386e-00	9.3836e-07
1.2351e-00	1.2995e-06
1.117e-00	1.5098e-06
1.041e-00	1.5868e-06
9.5097e-01	1.8436e-06
8.6869e-01	1.8427e-06
8.0155e-01	1.507e-06
7.4707e-01	1.4692e-06
6.6216e-01	2.2489e-06
6.1715e-01	2.8889e-06
5.6945e-01	3.5293e-06
4.8483e-01	4.6466e-06
3.9651e-01	5.9647e-06
3.0224e-01	8.6765e-06
2.4968e-01	1.1421e-05
2.3038e-01	1.2942e-05
2.1689e-01	1.7048e-05
1.7385e-01	2.3008e-05
1.3252e-01	3.1831e-05
9.6058e-02	4.6289e-05
6.5553e-02	6.9003e-05
3.622e-02	1.3204e-04
2.1908e-02	2.2298e-04
1.3935e-02	3.5823e-04
1.0101e-02	5.0805e-04
