1.7123e+01	5.6311e-04
2.8539e+01	6.7819e-04
5.137e+01	8.722e-04
6.0502e+01	9.4161e-04
7.1918e+01	1.1095e-03
7.7626e+01	1.2378e-03
8.2192e+01	1.211e-03
8.4475e+01	1.0505e-03
8.5616e+01	7.9912e-04
8.6758e+01	6.0792e-04
9.0183e+01	3.2058e-04
9.2466e+01	4.5246e-04
9.3607e+01	6.421e-04
9.4749e+01	9.3137e-04
9.589e+01	1.0737e-03
9.8174e+01	1.2651e-03
1.1187e+02	1.1465e-03
1.1986e+02	1.0974e-03
1.3356e+02	1.0737e-03
1.4954e+02	1.0334e-03
1.7466e+02	9.5197e-04
1.9863e+02	8.4405e-04
2.1918e+02	7.242e-04
2.3402e+02	5.9477e-04
2.4144e+02	4.9927e-04
2.4543e+02	4.0558e-04
2.4658e+02	5.2734e-04
2.4772e+02	7.242e-04
2.4886e+02	1.1217e-03
2.5e+02	1.4505e-03
2.8082e+02	1.4505e-03
3.2306e+02	1.4037e-03
3.5502e+02	1.3658e-03
3.8699e+02	1.2791e-03
4.2751e+02	1.1217e-03
4.6347e+02	9.2124e-04
4.8402e+02	7.4022e-04
4.9258e+02	5.9477e-04
4.9543e+02	5.0476e-04
4.9429e+02	1.1848e-03
4.9543e+02	1.9596e-03
4.96e+02	3.0352e-03
4.9486e+02	4.5995e-03
4.9543e+02	6.97e-03
4.96e+02	1.011e-02
