1.0189e-03	2.1948e-06
1.0778e-03	1.0571e-06
1.14e-03	6.1976e-07
1.2519e-03	3.8421e-07
1.4272e-03	2.7401e-07
1.7535e-03	2.0658e-07
2.1544e-03	1.6018e-07
2.9068e-03	1.2411e-07
4.3067e-03	9.882e-08
8.2928e-03	6.8233e-08
1.4816e-02	4.9865e-08
3.3764e-02	3.3432e-08
5.5972e-02	2.8933e-08
7.5518e-02	2.9685e-08
9.8145e-02	3.4087e-08
1.1835e-01	4.3821e-08
1.3492e-01	4.3774e-08
2.0368e-01	3.6863e-08
3.2523e-01	3.1029e-08
4.6416e-01	3.094e-08
5.7029e-01	2.399e-08
6.5014e-01	1.7109e-08
7.0069e-01	1.0608e-08
7.5518e-01	4.9672e-09
7.8399e-01	2.9955e-09
7.988e-01	4.8275e-09
8.139e-01	6.9533e-09
8.2928e-01	9.2061e-09
8.6091e-01	1.3258e-08
9.1065e-01	1.9634e-08
9.8145e-01	2.9072e-08
9.8145e-01	4.9566e-08
9.4539e-01	7.1426e-08
8.9376e-01	7.7739e-08
8.139e-01	6.9533e-08
7.5518e-01	8.0063e-08
6.5014e-01	1.1877e-07
5.1933e-01	2.0286e-07
3.996e-01	3.37e-07
3.1328e-01	5.0029e-07
2.4561e-01	7.427e-07
1.7535e-01	1.1034e-06
1.14e-01	1.8355e-06
7.6945e-02	2.968e-06
5.0025e-02	4.8007e-06
2.598e-02	9.7387e-06
1.0981e-02	2.5478e-05
5.7029e-03	5.3157e-05
3.5715e-03	9.3565e-05
