1.3445e-01	1.1518e-06
1.8277e-01	1.1518e-06
2.5396e-01	1.1723e-06
4.025e-01	1.1932e-06
4.4424e-01	1.3503e-06
4.9032e-01	1.475e-06
5.2366e-01	1.6989e-06
5.2943e-01	2.0272e-06
5.2366e-01	2.4621e-06
4.9032e-01	3.2664e-06
4.3461e-01	4.183e-06
3.7276e-01	5.4522e-06
3.1278e-01	7.2333e-06
2.5396e-01	1.0299e-05
2.2758e-01	1.4925e-05
2.062e-01	2.0513e-05
1.5505e-01	2.8192e-05
1.1532e-01	3.8068e-05
9.4665e-02	4.6234e-05
7.2762e-02	5.9208e-05
5.973e-02	6.9412e-05
4.6928e-02	8.5803e-05
3.607e-02	1.0988e-04
2.5959e-02	1.5102e-04
2.0847e-02	1.9001e-04
