6.0164e-01	3.6772e-06
6.6422e-01	3.7959e-06
7.0215e-01	4.1095e-06
7.2202e-01	4.6662e-06
7.308e-01	5.2983e-06
7.3098e-01	6.1123e-06
7.1142e-01	8.5317e-06
7.0597e-01	9.6874e-06
6.8155e-01	1.2293e-05
6.5018e-01	1.5112e-05
6.301e-01	1.7712e-05
5.9634e-01	2.1431e-05
5.6881e-01	2.4334e-05
5.5115e-01	2.5929e-05
5.3811e-01	2.2836e-05
5.2941e-01	1.7433e-05
5.2488e-01	1.1721e-05
5.2451e-01	7.7563e-06
5.2629e-01	5.5568e-06
5.2823e-01	4.7409e-06
5.4502e-01	3.8566e-06
5.9926e-01	3.6772e-06
6.0164e-01	3.6772e-06
