1.2356e-02	3.1623e-03
1.2453e-02	2.6462e-03
1.2599e-02	2.2863e-03
1.281e-02	1.9844e-03
1.3069e-02	1.6911e-03
1.3312e-02	1.4478e-03
1.3571e-02	1.2682e-03
1.3879e-02	1.1159e-03
1.43e-02	9.5099e-04
1.4704e-02	8.4063e-04
1.5093e-02	7.6024e-04
1.5482e-02	6.9386e-04
1.5935e-02	6.5087e-04
1.634e-02	6.3327e-04
1.6745e-02	6.4495e-04
1.7215e-02	6.9069e-04
1.7506e-02	7.4307e-04
1.7814e-02	8.2164e-04
1.817e-02	9.6411e-04
1.8413e-02	1.1007e-03
1.8607e-02	1.2452e-03
1.8704e-02	1.3706e-03
1.8866e-02	1.5719e-03
1.898e-02	1.7946e-03
1.9077e-02	2.0209e-03
1.919e-02	2.3931e-03
1.9239e-02	2.695e-03
1.9336e-02	3.1623e-03
