0.002 1.584893192461114e-05 0.001
0.003 1.584893192461114e-05 0.001
0.004 1.584893192461114e-05 0.001
0.005 7.943282347242822e-06 0.0005011872336272725
0.007 7.943282347242822e-06 0.0005011872336272725
0.01 7.943282347242822e-06 0.00025118864315095795
0.02 3.981071705534969e-06 0.00012589254117941674
0.04 3.981071705534969e-06 6.309573444801929e-05
0.06 3.981071705534969e-06 3.1622776601683795e-05
0.08 1.9952623149688787e-06 3.1622776601683795e-05
0.1 1.9952623149688787e-06 1.584893192461114e-05
0.12 1.9952623149688787e-06 1.584893192461114e-05
0.14 1.9952623149688787e-06 1.584893192461114e-05
0.16 1.9952623149688787e-06 7.943282347242822e-06
0.18 1.9952623149688787e-06 7.943282347242822e-06
0.2 1.9952623149688787e-06 7.943282347242822e-06
0.22 1.9952623149688787e-06 3.981071705534969e-06
0.73 2.5118864315095823e-07 5.011872336272725e-07
0.75 6.30957344480193e-08 1e-06
0.77 6.30957344480193e-08 1e-06
0.79 6.30957344480193e-08 1e-06
0.81 2.5118864315095823e-07 5.011872336272725e-07
0.83 2.5118864315095823e-07 5.011872336272725e-07
