0.002 3.981071705534969e-06 0.001
0.003 3.981071705534969e-06 0.001
0.004 3.981071705534969e-06 0.001
0.005 3.981071705534969e-06 0.0005011872336272725
0.007 1.9952623149688787e-06 0.0005011872336272725
0.01 1.9952623149688787e-06 0.00025118864315095795
0.02 1.9952623149688787e-06 0.00012589254117941674
0.04 1e-06 6.309573444801929e-05
0.06 1e-06 6.309573444801929e-05
0.08 1e-06 3.1622776601683795e-05
0.1 5.011872336272725e-07 3.1622776601683795e-05
0.12 5.011872336272725e-07 3.1622776601683795e-05
0.14 5.011872336272725e-07 1.584893192461114e-05
0.16 5.011872336272725e-07 1.584893192461114e-05
0.18 5.011872336272725e-07 1.584893192461114e-05
0.2 5.011872336272725e-07 1.584893192461114e-05
0.22 2.5118864315095823e-07 7.943282347242822e-06
0.25 2.5118864315095823e-07 7.943282347242822e-06
0.27 2.5118864315095823e-07 7.943282347242822e-06
0.29 2.5118864315095823e-07 7.943282347242822e-06
0.31 2.5118864315095823e-07 3.981071705534969e-06
0.33 2.5118864315095823e-07 3.981071705534969e-06
0.35 2.5118864315095823e-07 3.981071705534969e-06
0.37 2.5118864315095823e-07 3.981071705534969e-06
0.39 2.5118864315095823e-07 3.981071705534969e-06
0.41 2.5118864315095823e-07 3.981071705534969e-06
0.43 2.5118864315095823e-07 3.981071705534969e-06
0.45 2.5118864315095823e-07 3.981071705534969e-06
0.47 2.5118864315095823e-07 3.981071705534969e-06
0.49 2.5118864315095823e-07 3.981071705534969e-06
0.51 2.5118864315095823e-07 3.981071705534969e-06
0.53 2.5118864315095823e-07 1.9952623149688787e-06
0.55 1.2589254117941662e-07 1.9952623149688787e-06
0.57 1.2589254117941662e-07 1.9952623149688787e-06
0.59 1.2589254117941662e-07 1.9952623149688787e-06
0.61 1.2589254117941662e-07 1.9952623149688787e-06
0.63 1.2589254117941662e-07 1.9952623149688787e-06
0.65 1.2589254117941662e-07 1.9952623149688787e-06
0.67 1.2589254117941662e-07 1.9952623149688787e-06
0.69 6.30957344480193e-08 1.9952623149688787e-06
0.71 6.30957344480193e-08 1e-06
0.73 6.30957344480193e-08 1e-06
0.75 3.162277660168379e-08 1e-06
0.77 1.5848931924611143e-08 1e-06
0.79 1.5848931924611143e-08 1e-06
0.81 6.30957344480193e-08 1e-06
0.83 6.30957344480193e-08 1e-06
0.85 6.30957344480193e-08 1e-06
0.87 6.30957344480193e-08 1e-06
0.89 1.2589254117941662e-07 1e-06
0.91 1.2589254117941662e-07 1e-06
0.93 1.2589254117941662e-07 1e-06
0.95 1.2589254117941662e-07 1e-06
0.97 1.2589254117941662e-07 1e-06
0.99 1.2589254117941662e-07 1e-06
1.01 1.2589254117941662e-07 1e-06
1.03 1.2589254117941662e-07 1e-06
1.05 1.2589254117941662e-07 1e-06
1.07 1.2589254117941662e-07 1e-06
1.09 1.2589254117941662e-07 1e-06
1.11 1.2589254117941662e-07 1e-06
1.13 1.2589254117941662e-07 1e-06
1.15 1.2589254117941662e-07 1e-06
1.17 1.2589254117941662e-07 1e-06
1.19 1.2589254117941662e-07 1e-06
1.21 1.2589254117941662e-07 1e-06
1.23 1.2589254117941662e-07 1e-06
1.25 1.2589254117941662e-07 1e-06
1.27 1.2589254117941662e-07 1e-06
1.29 1.2589254117941662e-07 1e-06
1.31 1.2589254117941662e-07 1e-06
1.33 1.2589254117941662e-07 5.011872336272725e-07
1.35 2.5118864315095823e-07 5.011872336272725e-07
1.37 2.5118864315095823e-07 5.011872336272725e-07
1.39 2.5118864315095823e-07 5.011872336272725e-07
