2.1815e+02	2.3823e-05
2.1815e+02	1.8215e-05
2.1982e+02	1.559e-05
2.2018e+02	1.4942e-05
2.2092e+02	1.5697e-05
2.2166e+02	1.745e-05
2.2296e+02	1.8989e-05
2.2388e+02	2.0233e-05
2.248e+02	2.0663e-05
2.2517e+02	2.0662e-05
2.261e+02	2.0226e-05
2.2702e+02	1.8844e-05
2.2795e+02	1.6947e-05
2.2961e+02	1.4504e-05
2.3072e+02	1.2591e-05
2.3146e+02	1.1567e-05
2.3275e+02	1.1483e-05
2.346e+02	1.1561e-05
2.3589e+02	1.1806e-05
2.3737e+02	1.1803e-05
2.3867e+02	1.2139e-05
2.3959e+02	1.4278e-05
2.4033e+02	1.7771e-05
2.407e+02	2.181e-05
2.4199e+02	2.4762e-05
2.431e+02	2.6012e-05
2.4439e+02	2.5642e-05
2.468e+02	2.3716e-05
2.4828e+02	2.2727e-05
2.492e+02	2.2091e-05
2.5068e+02	2.193e-05
2.5179e+02	2.2554e-05
2.5326e+02	2.4718e-05
2.5456e+02	2.5421e-05
2.5604e+02	2.5959e-05
2.5752e+02	2.8651e-05
2.5899e+02	3.0958e-05
2.6047e+02	3.1392e-05
2.6195e+02	2.987e-05
2.6491e+02	2.4327e-05
2.6639e+02	2.5554e-05
2.6786e+02	3.0482e-05
2.6953e+02	3.1793e-05
2.7193e+02	3.3157e-05
2.7193e+02	3.7919e-05
2.6971e+02	4.3074e-05
2.6639e+02	5.4026e-05
2.6509e+02	5.5195e-05
2.6195e+02	4.761e-05
2.6047e+02	4.7958e-05
2.577e+02	5.487e-05
2.5622e+02	5.4882e-05
2.5493e+02	5.0078e-05
2.5326e+02	4.9388e-05
2.5197e+02	5.4149e-05
2.5068e+02	5.7714e-05
2.4846e+02	5.7734e-05
2.4735e+02	5.6935e-05
2.455e+02	5.6951e-05
2.431e+02	6.334e-05
2.4199e+02	6.4708e-05
2.4088e+02	6.4719e-05
2.3848e+02	6.294e-05
2.3756e+02	6.0337e-05
2.3626e+02	5.6632e-05
2.3552e+02	5.4289e-05
2.3423e+02	5.4685e-05
2.3331e+02	5.4693e-05
2.3201e+02	5.3557e-05
2.3035e+02	5.1348e-05
2.2943e+02	5.0994e-05
2.2869e+02	5.1725e-05
2.2776e+02	5.1733e-05
2.2684e+02	4.9945e-05
2.261e+02	4.7878e-05
2.2517e+02	4.7885e-05
2.2444e+02	5.2127e-05
2.237e+02	5.5554e-05
2.2314e+02	5.5168e-05
2.2166e+02	4.9986e-05
2.2092e+02	4.929e-05
2.2037e+02	4.561e-05
2.1945e+02	3.6906e-05
2.1871e+02	2.8222e-05
2.1815e+02	2.3823e-05
