1.0286e-03	1.9636e-09
2.9195e-03	7.4504e-10
4.0949e-03	5.1826e-10
6.6131e-03	2.228e-10
9.6764e-03	1.0179e-10
1.1623e-02	6.6776e-11
1.4159e-02	4.0029e-11
1.5408e-02	2.5505e-11
1.6534e-02	1.5772e-11
1.7006e-02	2.6259e-11
1.7248e-02	4.3724e-11
1.9307e-02	8.9743e-11
2.5595e-02	1.5363e-10
3.6927e-02	2.3307e-10
5.3276e-02	3.1362e-10
7.6862e-02	4.481e-10
1.1089e-01	7.6651e-10
1.37e-01	1.1645e-09
1.6927e-01	2.118e-09
1.8163e-01	3.4208e-09
1.7658e-01	5.5296e-09
1.5999e-01	8.4233e-09
1.1732e-01	1.4494e-08
7.906e-02	2.4957e-08
4.6271e-02	4.7079e-08
2.6327e-02	8.366e-08
1.6768e-02	1.3573e-07
1.5408e-02	1.2047e-07
1.0383e-02	1.8959e-07
5.7436e-03	3.7995e-07
2.9195e-03	7.3947e-07
2.141e-03	1.1285e-06
1.5264e-03	1.7226e-06
1.1194e-03	2.7914e-06
1.0432e-03	5.0896e-06
1.0432e-03	1.4988e-05
1.e-03	4.4152e-05
