0.0010999884704152318 0.001
0.0010999999588189664 0.0005011872336272725
0.0010999999901367221 0.00025118864315095795
0.0010999999910663212 0.00012589254117941674
0.0010999999814336099 6.309573444801929e-05
0.0010999999348355065 3.1622776601683795e-05
0.001099999647512399 1.584893192461114e-05
0.0010999971983208662 7.943282347242822e-06
0.0010999700511968471 3.981071705534969e-06
0.0010996005692227742 1.9952623149688787e-06
0.0010940077631756643 1e-06
0.0010065924621867443 5.011872336272725e-07
0.001 4.835887200560784e-07
0.002 0.0009999873724527803
0.0024999873423977186 0.0005011872336272725
0.002499999635597788 0.00025118864315095795
0.0024999998753973303 0.00012589254117941674
0.002499999857926067 6.309573444801929e-05
0.0024999996585488415 3.1622776601683795e-05
0.0024999986490024714 1.584893192461114e-05
0.00249999194712276 7.943282347242822e-06
0.002499930673682993 3.981071705534969e-06
0.0024991977268453524 1.9952623149688787e-06
0.002488912697615677 1e-06
0.0023324753626038945 5.011872336272725e-07
0.002 3.2361024638835684e-07
0.0017340197099168844 5.011872336272725e-07
0.0016088698419074589 1e-06
0.001600641818523718 1.9952623149688787e-06
0.0016000554610536056 3.981071705534969e-06
0.0016000064423017922 7.943282347242822e-06
0.0016000010807980228 1.584893192461114e-05
0.001600000273160927 3.1622776601683795e-05
0.0016000001136591464 6.309573444801929e-05
0.0016000000996821359 0.00012589254117941674
0.00160000029152177 0.00025118864315095795
0.0016000101260818253 0.0005011872336272725
0.002 0.0009999873724527803
0.003 0.0009875494709102918
0.003487519837172326 0.0005011872336272725
0.003499996031558873 0.00025118864315095795
0.0034999995530952325 0.00012589254117941674
0.0034999997275685702 6.309573444801929e-05
0.0034999995651434496 3.1622776601683795e-05
0.0034999987175383467 1.584893192461114e-05
0.0034999940425947977 7.943282347242822e-06
0.003499958131688492 3.981071705534969e-06
0.003499582315711441 1.9952623149688787e-06
0.00349467652736297 1e-06
0.003421597386980653 5.011872336272725e-07
0.003 2.758330760322776e-07
0.002578402613019347 5.011872336272725e-07
0.0025053234726370305 1e-06
0.002500417684288559 1.9952623149688787e-06
0.002500041868311508 3.981071705534969e-06
0.002500005957405203 7.943282347242822e-06
0.0025000012824616534 1.584893192461114e-05
0.00250000043485655 3.1622776601683795e-05
0.00250000027243143 6.309573444801929e-05
0.0025000004469047676 0.00012589254117941674
0.0025000039684411274 0.00025118864315095795
0.0025124801628276737 0.0005011872336272725
0.003 0.0009875494709102918
0.004 0.0005011602724145564
0.005 0.0004998797701529767
0.006989540233232478 0.00025118864315095795
0.007 0.0002511757150662942
0.01 0.000248435082814927
0.019780235754129336 0.00012589254117941674
0.02 0.00012024224744772295
0.038200451893720656 6.309573444801929e-05
0.04 5.182841009601214e-05
0.05283999654114553 3.1622776601683795e-05
0.06 3.132133928242991e-05
0.07985335618775576 1.584893192461114e-05
0.08 1.58324062804107e-05
0.1 1.5565572100811475e-05
0.12 1.425125091677482e-05
0.14 8.343485381103723e-06
0.14122303896006252 7.943282347242822e-06
0.16 7.733153793638918e-06
0.18 7.499765621862475e-06
0.2 7.028144183398232e-06
0.21751374429771908 3.981071705534969e-06
0.22 3.87174745368056e-06
0.25 3.4009957953937443e-06
0.27 2.9702289075771063e-06
0.28835806943545794 1.9952623149688787e-06
0.29 1.9728272190619792e-06
0.31 1.902342711179952e-06
0.33 1.773673406763569e-06
0.35 1.6510098700151574e-06
0.37 1.5016952050887566e-06
0.39 1.3855281604294434e-06
0.41000000000000003 1.191824746552866e-06
0.43 1.0403855078097564e-06
0.4342590909762341 1e-06
0.45 8.829693598198585e-07
0.47 8.140459882620789e-07
0.49 7.606054184108147e-07
0.51 7.211947785670662e-07
0.53 7.085853827970192e-07
0.55 6.881091753482177e-07
0.57 6.902083762394098e-07
0.59 6.665643950932844e-07
0.61 6.467908897900254e-07
0.63 6.301479385103079e-07
0.65 5.607737706020102e-07
0.6700000000000002 5.0185230652965e-07
0.6701251209282594 5.011872336272725e-07
0.69 4.6895093058833057e-07
0.71 4.525733154971666e-07
0.73 4.650206045336534e-07
0.7410558725347998 5.011872336272725e-07
0.7499999999999999 6.658499584314538e-07
0.7700000000000001 6.087257927026458e-07
0.7846243815540094 5.011872336272725e-07
0.79 5.006551815791812e-07
0.81 4.5337037075606463e-07
0.8299999999999998 4.498562823767834e-07
0.85 4.140418647811759e-07
0.87 4.0099552151996325e-07
0.89 3.5738269686904053e-07
0.9099999999999999 3.174616947217468e-07
0.9289927158810903 2.5118864315095823e-07
0.9100000000000001 2.1345993352173855e-07
0.89 1.8409978425852422e-07
0.8700000000000001 1.378501348317749e-07
0.8641936812354185 1.2589254117941662e-07
0.85 1.1303719668334828e-07
0.83 8.422370114051168e-08
0.81 7.23247484170092e-08
0.8094450668854827 6.30957344480193e-08
0.7966081854240733 3.162277660168379e-08
0.79 2.6222280880567926e-08
0.77 2.1727945236865948e-08
0.7528622232975679 3.162277660168379e-08
0.75 3.260410582941608e-08
0.7309062160494955 6.30957344480193e-08
0.73 7.024198690839032e-08
0.71 9.250658789717151e-08
0.69 1.2048849775279213e-07
0.6859862850811891 1.2589254117941662e-07
0.67 1.5708761978806503e-07
0.65 1.7949092089700144e-07
0.63 1.9879363650994939e-07
0.61 2.2021891829576224e-07
0.59 2.429916099703927e-07
0.5822040523005163 2.5118864315095823e-07
0.57 2.921273176407097e-07
0.55 3.383913388118751e-07
0.53 3.623227398269842e-07
0.51 3.7749666687908485e-07
0.49 3.850739041810436e-07
0.47 3.825044477193253e-07
0.45 3.738472689214874e-07
0.43 3.5541850379567105e-07
0.41000000000000003 3.2861091296258757e-07
0.39 2.9681542202328583e-07
0.37 2.6229103452912766e-07
0.3636823570936202 2.5118864315095823e-07
0.35 2.3129978309017483e-07
0.33 2.063235764978423e-07
0.31 1.8765570513176784e-07
0.29 1.733214497307373e-07
0.27 1.6315518206467836e-07
0.25 1.560092592834726e-07
0.22 1.5107095706361905e-07
0.2 1.5413139301081565e-07
0.18 1.5303290382746488e-07
0.16 1.538016107021824e-07
0.14 1.5561474061755567e-07
0.12 1.4946670045331257e-07
0.1 1.2720784685102113e-07
0.09795796551662778 1.2589254117941662e-07
0.08 9.666855197041824e-08
0.06 8.809976317061834e-08
0.04 9.364538483076301e-08
0.02332920426554925 1.2589254117941662e-07
0.02 1.2798840838499476e-07
0.01 1.5104828026703005e-07
0.007 1.8107775286266545e-07
0.005 2.371713111819908e-07
0.00466558001194124 2.5118864315095823e-07
0.004 2.5648737488302056e-07
0.0035425684863791235 5.011872336272725e-07
0.0035030317530706486 1e-06
0.003500265602223343 1.9952623149688787e-06
0.003500031571144444 3.981071705534969e-06
0.0035000053759281745 7.943282347242822e-06
0.0035000013785520903 1.584893192461114e-05
0.003500000581675926 3.1622776601683795e-05
0.003500000516387676 6.309573444801929e-05
0.003500001489253172 0.00012589254117941674
0.003500053922729454 0.00025118864315095795
0.004 0.0005011602724145564
